sample_id,source_hessian_file,sample_key,method_id,method_display_name,category,level_of_theory,atom_count,formula,mapped_nonisomeric_smiles,charge,spin,energy,hessian_shape,hessian_4d_shape,reference_hessian_shape,file_size_bytes,sha256,path,original_path
67,hessian_0.h5,0044176590155a78b7dd9262c0d56a42,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,18,C6H8N2O2,[C:1]([C:2]([O:6][C:9](=[O:10])[C:11]1=[C:12]([H:14])[C:15]([H:17])([H:18])[N:16]=[N:13]1)([H:7])[H:8])([H:3])([H:4])[H:5],0,1,-13425.417158816976,54x54,,54x54,61024,38317ca5dda1fa3d2af5cfd64faebf9d8e89cad7a2ea18700ba229fda8bbb0ee,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00067.h5,results/hessians/uma/hessian_0_sample_67_uma_s_1p2.h5
77,hessian_0.h5,0049a5a715945177b6552c159f98743d,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,18,C8H6ClFNO,[C:1]([C:2](=[O:3])[N-:4][c:5]1[c:6]([H:16])[c:7]([H:17])[c:8]([H:18])[c:9]([Cl:10])[c:11]1[F:12])([H:13])([H:14])[H:15],-1,1,-27172.57238147051,54x54,,54x54,61024,5fceca9dbadba67839564ba9f9841f0c6a4fb3d455af33b2c6366b74fc95f162,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00077.h5,results/hessians/uma/hessian_0_sample_77_uma_s_1p2.h5
92,hessian_0.h5,005a0d1991a15591823ee24e311d5e9c,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,16,C7H3FN2O2S,[N:1]#[C:2][S:3][c:4]1[c:5]([H:8])[c:7]([H:10])[c:9]([H:12])[c:11]([F:13])[c:6]1[N+:14](=[O:15])[O-:16],0,1,-27931.69747720856,48x48,,48x48,51232,fb58f4af419ca1e1a4a7fe3ae4f4b0cf5230e55b82b4262c9b137e80b4a7aed3,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00092.h5,results/hessians/uma/hessian_0_sample_92_uma_s_1p2.h5
220,hessian_0.h5,00eba27f305a5896aa01d763ba3114ed,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,8,C4H2BO,[B:1]1=[C-:2][C:3](=[O:4])[C:5]([H:7])=[C:6]1[H:8],-1,1,-6900.0818422642715,24x24,,24x24,23584,57551d2aad7cf5db9e62bec3887e072e908ce7a17d34f6373c4af70223b0a606,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00220.h5,results/hessians/uma/hessian_0_sample_220_uma_s_1p2.h5
245,hessian_0.h5,010ae2322182534fa8f29aac804f895c,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,14,C5H6N2O,[C:1]([c:2]1[c:3]([H:12])[n:4][n:5][c:6]([O:7][H:13])[c:8]1[H:14])([H:9])([H:10])[H:11],0,1,-10309.246797236512,42x42,,42x42,42592,b5d9956ff011428f32a6317494a34cb7165452ddcb936295868fd6876ca73fb0,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00245.h5,results/hessians/uma/hessian_0_sample_245_uma_s_1p2.h5
316,hessian_0.h5,015c245aa8b8526dae04e673589ee870,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,12,C6H2BrFN2,[N:1]#[C:2][c:3]1[n:4][c:5]([H:11])[c:6]([F:7])[c:8]([H:12])[c:9]1[Br:10],0,1,-81993.75169101046,36x36,,36x36,35104,2fed1a3c547f3f5ff8f32a6a98953239cde2f66ae41b8696b14102d7ce00fed0,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00316.h5,results/hessians/uma/hessian_0_sample_316_uma_s_1p2.h5
318,hessian_0.h5,0161ee3eb9e055af86a452a5baa943e6,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,12,C3H5N3S,[H:1][C:2]([S:3][c:6]1[n:7][n:10]([H:12])[c:9]([H:11])[n:8]1)([H:4])[H:5],0,1,-18497.32470991839,36x36,,36x36,35104,e38066c6a76e0f0e02714272a19cb2f78d38afae5c18180aecfcb97ddf2e9510,hessians/ml/uma_s_1p2_omol/hessian_0_sample_00318.h5,results/hessians/uma/hessian_0_sample_318_uma_s_1p2.h5
1229,hessian_0.h5,051f9404b7905362a28d016c604c7174,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,10,CH4FNO2Si,[C:1](=[O:2])([N:3]([Si:4]([H:8])([H:9])[H:10])[H:7])[O:5][F:6],0,1,-17279.330833910713,30x30,,30x30,28768,d88810c04793ec5d8e5a1f3c90be88f71a2db5f9f6bc8c8e8b107be1a41042ea,hessians/ml/uma_s_1p2_omol/hessian_0_sample_01229.h5,results/hessians/uma/hessian_0_sample_1229_uma_s_1p2.h5
2850,hessian_0.h5,0bbb65ff0c9a5660939073b37678d16b,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,8,C2H4S2,[C:1]1([H:5])([H:6])[S:2][C:3]([H:7])([H:8])[S:4]1,0,1,-23808.51989611193,24x24,,24x24,23584,0c1e1e3ca66e60fb98cd5a986b7bb70bfbe9076fb298b9ac345e3329fec1fbb7,hessians/ml/uma_s_1p2_omol/hessian_0_sample_02850.h5,results/hessians/uma/hessian_0_sample_2850_uma_s_1p2.h5
3155,hessian_0.h5,0cfb1ff13ab75b41bcdb1c082b31ee49,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,10,CH5NO2S,[N:1]([S+:2]([O-:5])[O:6][C:7]([H:8])([H:9])[H:10])([H:3])[H:4],0,1,-17537.424806246556,30x30,,30x30,28768,36615a338ecde6be3b619f3ab087fc1216d2e8e758241b54d9a14c00c9fe5203,hessians/ml/uma_s_1p2_omol/hessian_0_sample_03155.h5,results/hessians/uma/hessian_0_sample_3155_uma_s_1p2.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,1,-7941.51941895916,15x15,,15x15,18216,19357a2bdef3f766b69f7ba51ca2b7699ad5168ec6b88cff3cfd3ade24ef6e9c,hessians/ml/uma_s_1p2_omol/hessian_0_sample_03860.h5,results/hessians/uma/hessian_0_sample_3860_uma_s_1p2.h5
5335,hessian_0.h5,15e18b7f4a4d592892ed379d9f90bbd3,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,7,C2H4Si,[C:1]([Si:2]#[C:3][H:7])([H:4])([H:5])[H:6],0,1,-10012.23027917327,21x21,,21x21,21424,8917a221ed88c6d402f9a33eed613c13bf7445218e35f28a2387127e5ed0f698,hessians/ml/uma_s_1p2_omol/hessian_0_sample_05335.h5,results/hessians/uma/hessian_0_sample_5335_uma_s_1p2.h5
5921,hessian_0.h5,185bc79c6e68556ca08c284b98992d0e,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,6,BF3O2,[B:1]([O:2][F:3])([O:4][F:5])[F:6],0,1,-12920.444265322403,18x18,,18x18,19552,ace3ef60d05e1757ae9a5dfe65acf386d9c67b8f6c04d6b015b8e1206049cb37,hessians/ml/uma_s_1p2_omol/hessian_0_sample_05921.h5,results/hessians/uma/hessian_0_sample_5921_uma_s_1p2.h5
9719,hessian_0.h5,280e16f57201518dba1c8e795b01b191,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,5,H2Cl2Si,[H:1][Si:2]([H:3])([Cl:4])[Cl:5],0,1,-32957.396914544224,15x15,,15x15,18216,58275d5d4fd931b4777c3a087100aa232bbac623d161ead7e1b7312136061e2d,hessians/ml/uma_s_1p2_omol/hessian_0_sample_09719.h5,results/hessians/uma/hessian_0_sample_9719_uma_s_1p2.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,uma_s_1p2_omol,UMA-S-1.2 OMol autograd Hessian,machine_learning,UMA-S-1.2 OMol autograd Hessians,3,B2S,[B:1]1=[B:2][S:3]1,0,1,-12183.47839656027,9x9,,9x9,13544,d3551f5790ff05696c57a5cab76f0899431c67a1cf3537a9c69f4182906f4d2c,hessians/ml/uma_s_1p2_omol/hessian_0_sample_47783.h5,results/hessians/uma/hessian_0_sample_47783_uma_s_1p2.h5
